Id,Bound
6366,1
6367,0
6368,0
6369,1
6370,0
6371,1
6372,0
6373,0
6374,1
6375,0
6376,1
6377,0
6378,1
6379,0
6380,1
6381,1
6382,0
6383,0
6384,0
6385,1
6386,1
6387,1
6388,0
6389,1
6390,1
6391,0
6392,1
6393,0
6394,1
6395,0
6396,1
6397,0
6398,1
6399,1
6400,1
6401,1
6402,1
6403,0
6404,1
6405,1
6406,1
6407,0
6408,0
6409,1
6410,0
6411,1
6412,1
6413,0
6414,0
6415,0
6416,1
6417,1
6418,0
6419,1
6420,1
6421,1
6422,0
6423,1
6424,0
6425,1
6426,1
6427,1
6428,1
6429,0
6430,1
6431,0
6432,1
6433,1
6434,1
6435,0
6436,1
6437,0
6438,1
6439,0
6440,0
6441,1
6442,1
6443,1
6444,0
6445,1
6446,0
6447,0
6448,0
6449,0
6450,0
6451,1
6452,0
6453,1
6454,0
6455,0
6456,1
6457,1
6458,1
6459,0
6460,0
6461,1
6462,0
6463,1
6464,1
6465,1
6466,0
6467,1
6468,1
6469,1
6470,0
6471,1
6472,0
6473,0
6474,1
6475,1
6476,1
6477,0
6478,0
6479,1
6480,0
6481,0
6482,1
6483,1
6484,0
6485,0
6486,1
6487,0
6488,1
6489,0
6490,1
6491,0
6492,0
6493,0
6494,0
6495,0
6496,1
6497,1
6498,0
6499,1
6500,1
6501,1
6502,0
6503,0
6504,1
6505,0
6506,1
6507,0
6508,1
6509,1
6510,0
6511,0
6512,1
6513,1
6514,0
6515,0
6516,0
6517,0
6518,1
6519,1
6520,0
6521,1
6522,1
6523,0
6524,0
6525,0
6526,0
6527,0
6528,0
6529,1
6530,1
6531,0
6532,1
6533,1
6534,0
6535,0
6536,0
6537,1
6538,0
6539,0
6540,1
6541,0
6542,1
6543,1
6544,0
6545,0
6546,0
6547,0
6548,0
6549,1
6550,1
6551,1
6552,1
6553,0
6554,1
6555,1
6556,0
6557,0
6558,1
6559,1
6560,1
6561,0
6562,1
6563,1
6564,1
6565,0
6566,0
6567,0
6568,0
6569,0
6570,0
6571,0
6572,1
6573,0
6574,1
6575,1
6576,0
6577,1
6578,0
6579,1
6580,0
6581,1
6582,1
6583,1
6584,1
6585,1
6586,1
6587,0
6588,1
6589,0
6590,0
6591,0
6592,1
6593,1
6594,1
6595,0
6596,1
6597,0
6598,0
6599,1
6600,1
6601,1
6602,1
6603,1
6604,0
6605,1
6606,1
6607,1
6608,0
6609,0
6610,1
6611,0
6612,1
6613,0
6614,1
6615,1
6616,0
6617,0
6618,1
6619,0
6620,0
6621,0
6622,0
6623,0
6624,1
6625,1
6626,0
6627,0
6628,0
6629,1
6630,1
6631,0
6632,0
6633,1
6634,1
6635,1
6636,0
6637,1
6638,1
6639,1
6640,0
6641,1
6642,1
6643,0
6644,0
6645,1
6646,1
6647,0
6648,1
6649,1
6650,1
6651,0
6652,1
6653,1
6654,1
6655,0
6656,1
6657,1
6658,0
6659,1
6660,1
6661,1
6662,0
6663,1
6664,0
6665,0
6666,0
6667,1
6668,0
6669,1
6670,0
6671,1
6672,1
6673,0
6674,1
6675,0
6676,1
6677,0
6678,0
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,1
6687,1
6688,1
6689,1
6690,1
6691,1
6692,1
6693,1
6694,1
6695,0
6696,0
6697,0
6698,0
6699,1
6700,1
6701,1
6702,1
6703,1
6704,1
6705,0
6706,0
6707,1
6708,1
6709,0
6710,1
6711,1
6712,0
6713,0
6714,1
6715,1
6716,0
6717,1
6718,0
6719,0
6720,1
6721,1
6722,0
6723,0
6724,1
6725,1
6726,1
6727,1
6728,0
6729,1
6730,0
6731,0
6732,0
6733,0
6734,1
6735,1
6736,0
6737,0
6738,1
6739,0
6740,1
6741,1
6742,0
6743,1
6744,1
6745,1
6746,1
6747,1
6748,1
6749,1
6750,0
6751,0
6752,0
6753,0
6754,0
6755,0
6756,1
6757,0
6758,0
6759,1
6760,1
6761,0
6762,1
6763,0
6764,1
6765,0
6766,0
6767,0
6768,0
6769,1
6770,0
6771,0
6772,0
6773,1
6774,0
6775,1
6776,1
6777,1
6778,1
6779,0
6780,0
6781,1
6782,1
6783,0
6784,1
6785,0
6786,0
6787,0
6788,0
6789,1
6790,1
6791,0
6792,0
6793,0
6794,0
6795,1
6796,1
6797,1
6798,1
6799,1
6800,0
6801,0
6802,0
6803,1
6804,1
6805,0
6806,0
6807,1
6808,0
6809,0
6810,0
6811,0
6812,1
6813,0
6814,0
6815,0
6816,0
6817,1
6818,0
6819,1
6820,0
6821,1
6822,1
6823,1
6824,0
6825,1
6826,0
6827,0
6828,0
6829,0
6830,0
6831,0
6832,1
6833,1
6834,0
6835,0
6836,0
6837,1
6838,0
6839,0
6840,0
6841,0
6842,1
6843,0
6844,1
6845,1
6846,1
6847,0
6848,1
6849,1
6850,0
6851,0
6852,0
6853,1
6854,0
6855,1
6856,0
6857,1
6858,0
6859,0
6860,0
6861,1
6862,0
6863,1
6864,1
6865,1
6866,0
6867,1
6868,1
6869,0
6870,1
6871,1
6872,0
6873,0
6874,1
6875,1
6876,1
6877,0
6878,0
6879,0
6880,1
6881,0
6882,0
6883,1
6884,1
6885,1
6886,0
6887,1
6888,0
6889,0
6890,1
6891,1
6892,1
6893,1
6894,1
6895,0
6896,1
6897,1
6898,1
6899,0
6900,0
6901,1
6902,0
6903,1
6904,0
6905,1
6906,0
6907,1
6908,1
6909,0
6910,0
6911,0
6912,1
6913,0
6914,0
6915,1
6916,0
6917,0
6918,1
6919,1
6920,1
6921,0
6922,1
6923,1
6924,0
6925,0
6926,1
6927,1
6928,0
6929,1
6930,1
6931,1
6932,1
6933,0
6934,1
6935,0
6936,0
6937,1
6938,1
6939,1
6940,1
6941,1
6942,0
6943,1
6944,0
6945,1
6946,1
6947,1
6948,1
6949,0
6950,1
6951,1
6952,1
6953,0
6954,1
6955,0
6956,0
6957,0
6958,1
6959,0
6960,1
6961,0
6962,0
6963,1
6964,0
6965,0
6966,1
6967,0
6968,1
6969,0
6970,0
6971,0
6972,0
6973,1
6974,0
6975,0
6976,1
6977,1
6978,1
6979,1
6980,1
6981,0
6982,1
6983,1
6984,1
6985,0
6986,1
6987,0
6988,1
6989,0
6990,0
6991,1
6992,0
6993,0
6994,0
6995,1
6996,0
6997,1
6998,0
6999,0
7000,0
7001,0
7002,1
7003,0
7004,0
7005,0
7006,1
7007,0
7008,1
7009,0
7010,0
7011,1
7012,1
7013,0
7014,0
7015,0
7016,1
7017,0
7018,1
7019,1
7020,0
7021,0
7022,1
7023,1
7024,1
7025,0
7026,0
7027,0
7028,0
7029,0
7030,0
7031,1
7032,1
7033,1
7034,1
7035,0
7036,1
7037,0
7038,0
7039,1
7040,1
7041,0
7042,1
7043,1
7044,0
7045,0
7046,0
7047,0
7048,0
7049,1
7050,0
7051,0
7052,0
7053,0
7054,1
7055,0
7056,1
7057,0
7058,0
7059,1
7060,0
7061,0
7062,0
7063,1
7064,1
7065,0
7066,0
7067,1
7068,0
7069,1
7070,1
7071,0
7072,1
7073,1
7074,0
7075,0
7076,0
7077,0
7078,0
7079,1
7080,1
7081,1
7082,1
7083,1
7084,0
7085,0
7086,0
7087,1
7088,1
7089,0
7090,0
7091,0
7092,1
7093,0
7094,1
7095,1
7096,0
7097,1
7098,1
7099,1
7100,0
7101,1
7102,0
7103,1
7104,0
7105,1
7106,1
7107,0
7108,0
7109,1
7110,1
7111,1
7112,1
7113,0
7114,1
7115,1
7116,1
7117,1
7118,1
7119,1
7120,1
7121,1
7122,1
7123,0
7124,1
7125,1
7126,1
7127,0
7128,1
7129,1
7130,1
7131,1
7132,1
7133,0
7134,1
7135,0
7136,1
7137,0
7138,1
7139,0
7140,0
7141,0
7142,0
7143,0
7144,1
7145,1
7146,1
7147,1
7148,1
7149,1
7150,1
7151,1
7152,0
7153,1
7154,0
7155,1
7156,1
7157,1
7158,0
7159,1
7160,1
7161,1
7162,1
7163,1
7164,1
7165,0
7166,0
7167,1
7168,0
7169,0
7170,1
7171,0
7172,0
7173,1
7174,1
7175,1
7176,0
7177,1
7178,1
7179,1
7180,0
7181,0
7182,1
7183,0
7184,0
7185,1
7186,0
7187,0
7188,1
7189,1
7190,0
7191,0
7192,1
7193,0
7194,1
7195,0
7196,0
7197,0
7198,0
7199,0
7200,0
7201,1
7202,0
7203,1
7204,1
7205,1
7206,0
7207,1
7208,0
7209,0
7210,1
7211,0
7212,0
7213,0
7214,1
7215,0
7216,0
7217,1
7218,1
7219,0
7220,0
7221,0
7222,1
7223,1
7224,0
7225,1
7226,1
7227,1
7228,1
7229,0
7230,0
7231,0
7232,1
7233,0
7234,0
7235,1
7236,0
7237,0
7238,1
7239,1
7240,0
7241,0
7242,0
7243,0
7244,1
7245,0
7246,0
7247,1
7248,0
7249,1
7250,0
7251,0
7252,1
7253,1
7254,1
7255,0
7256,1
7257,0
7258,1
7259,0
7260,0
7261,1
7262,0
7263,0
7264,1
7265,1
7266,0
7267,1
7268,0
7269,0
7270,0
7271,1
7272,1
7273,1
7274,1
7275,0
7276,1
7277,0
7278,1
7279,1
7280,0
7281,0
7282,0
7283,0
7284,1
7285,0
7286,1
7287,1
7288,1
7289,0
7290,1
7291,0
7292,1
7293,1
7294,0
7295,0
7296,0
7297,0
7298,1
7299,0
7300,0
7301,0
7302,0
7303,1
7304,0
7305,1
7306,0
7307,0
7308,1
7309,0
7310,1
7311,0
7312,0
7313,0
7314,1
7315,1
7316,0
7317,1
7318,1
7319,1
7320,1
7321,1
7322,0
7323,0
7324,1
7325,1
7326,0
7327,0
7328,0
7329,0
7330,1
7331,1
7332,0
7333,1
7334,1
7335,0
7336,0
7337,0
7338,0
7339,1
7340,1
7341,0
7342,1
7343,1
7344,1
7345,1
7346,1
7347,1
7348,0
7349,1
7350,0
7351,1
7352,0
7353,1
7354,0
7355,1
7356,0
7357,1
7358,0
7359,0
7360,0
7361,1
7362,1
7363,0
7364,0
7365,0
7366,0
7367,0
7368,1
7369,0
7370,1
7371,0
7372,0
7373,1
7374,0
7375,1
7376,1
7377,1
7378,1
7379,1
7380,0
7381,0
7382,1
7383,1
7384,0
7385,0
7386,1
7387,1
7388,0
7389,1
7390,1
7391,1
7392,0
7393,1
7394,1
7395,1
7396,0
7397,1
7398,1
7399,0
7400,1
7401,1
7402,1
7403,0
7404,1
7405,0
7406,0
7407,0
7408,1
7409,1
7410,0
7411,0
7412,1
7413,0
7414,0
7415,0
7416,1
7417,0
7418,1
7419,1
7420,0
7421,1
7422,0
7423,1
7424,0
7425,1
7426,0
7427,0
7428,1
7429,1
7430,0
7431,1
7432,0
7433,0
7434,0
7435,0
7436,1
7437,0
7438,1
7439,0
7440,0
7441,1
7442,1
7443,1
7444,0
7445,1
7446,0
7447,0
7448,0
7449,1
7450,0
7451,0
7452,0
7453,1
7454,1
7455,0
7456,0
7457,1
7458,1
7459,1
7460,1
7461,1
7462,1
7463,1
7464,1
7465,1
7466,0
7467,0
7468,0
7469,1
7470,1
7471,1
7472,0
7473,0
7474,1
7475,0
7476,0
7477,0
7478,0
7479,1
7480,0
7481,0
7482,0
7483,0
7484,0
7485,0
7486,1
7487,0
7488,0
7489,0
7490,0
7491,1
7492,1
7493,1
7494,0
7495,1
7496,0
7497,1
7498,1
7499,0
7500,0
7501,0
7502,0
7503,0
7504,1
7505,0
7506,0
7507,1
7508,0
7509,1
7510,0
7511,1
7512,0
7513,0
7514,0
7515,0
7516,1
7517,0
7518,1
7519,0
7520,1
7521,0
7522,1
7523,1
7524,0
7525,1
7526,1
7527,0
7528,0
7529,1
7530,0
7531,0
7532,0
7533,1
7534,1
7535,0
7536,0
7537,0
7538,0
7539,1
7540,0
7541,0
7542,1
7543,0
7544,1
7545,0
7546,1
7547,0
7548,1
7549,0
7550,1
7551,1
7552,0
7553,1
7554,0
7555,1
7556,1
7557,1
7558,1
7559,1
7560,1
7561,0
7562,0
7563,0
7564,1
7565,1
7566,1
7567,0
7568,1
7569,0
7570,0
7571,1
7572,1
7573,1
7574,1
7575,1
7576,1
7577,1
7578,1
7579,1
7580,0
7581,0
7582,1
7583,0
7584,0
7585,1
7586,0
7587,0
7588,1
7589,1
7590,1
7591,0
7592,1
7593,0
7594,0
7595,1
7596,0
7597,1
7598,0
7599,0
7600,0
7601,0
7602,1
7603,1
7604,0
7605,0
7606,1
7607,0
7608,0
7609,1
7610,1
7611,1
7612,0
7613,0
7614,1
7615,1
7616,0
7617,0
7618,0
7619,1
7620,0
7621,1
7622,1
7623,1
7624,0
7625,0
7626,0
7627,0
7628,1
7629,0
7630,0
7631,1
7632,1
7633,0
7634,1
7635,1
7636,1
7637,0
7638,0
7639,0
7640,0
7641,1
7642,0
7643,1
7644,0
7645,1
7646,1
7647,0
7648,1
7649,1
7650,0
7651,0
7652,0
7653,1
7654,1
7655,1
7656,1
7657,0
7658,0
7659,0
7660,1
7661,1
7662,0
7663,0
7664,1
7665,0
7666,0
7667,0
7668,1
7669,0
7670,0
7671,1
7672,0
7673,0
7674,1
7675,1
7676,1
7677,1
7678,0
7679,1
7680,1
7681,0
7682,0
7683,1
7684,1
7685,1
7686,1
7687,1
7688,0
7689,0
7690,1
7691,0
7692,1
7693,0
7694,1
7695,1
7696,0
7697,1
7698,0
7699,0
7700,0
7701,1
7702,0
7703,1
7704,0
7705,1
7706,0
7707,0
7708,1
7709,0
7710,0
7711,0
7712,1
7713,1
7714,0
7715,1
7716,1
7717,0
7718,0
7719,1
7720,0
7721,1
7722,1
7723,0
7724,0
7725,1
7726,0
7727,1
7728,0
7729,1
7730,1
7731,0
7732,1
7733,0
7734,0
7735,1
7736,0
7737,0
7738,1
7739,1
7740,1
7741,0
7742,1
7743,1
7744,0
7745,0
7746,0
7747,0
7748,0
7749,0
7750,0
7751,0
7752,1
7753,1
7754,1
7755,0
7756,0
7757,0
7758,0
7759,1
7760,1
7761,0
7762,0
7763,1
7764,1
7765,0
7766,0
7767,1
7768,1
7769,1
7770,0
7771,1
7772,1
7773,1
7774,0
7775,0
7776,1
7777,1
7778,1
7779,1
7780,1
7781,0
7782,0
7783,0
7784,1
7785,1
7786,0
7787,1
7788,0
7789,0
7790,0
7791,0
7792,0
7793,1
7794,0
7795,1
7796,0
7797,0
7798,1
7799,1
7800,0
7801,1
7802,0
7803,0
7804,0
7805,0
7806,0
7807,0
7808,0
7809,1
7810,1
7811,0
7812,0
7813,0
7814,1
7815,0
7816,0
7817,0
7818,0
7819,0
7820,1
7821,0
7822,0
7823,1
7824,0
7825,1
7826,0
7827,0
7828,1
7829,0
7830,0
7831,0
7832,0
7833,1
7834,0
7835,1
7836,0
7837,0
7838,1
7839,1
7840,1
7841,1
7842,1
7843,1
7844,0
7845,0
7846,1
7847,0
7848,0
7849,1
7850,0
7851,0
7852,1
7853,0
7854,0
7855,0
7856,0
7857,0
7858,0
7859,0
7860,0
7861,0
7862,1
7863,0
7864,0
7865,1
7866,1
7867,1
7868,1
7869,1
7870,0
7871,0
7872,1
7873,0
7874,1
7875,1
7876,1
7877,1
7878,0
7879,0
7880,0
7881,0
7882,0
7883,0
7884,1
7885,1
7886,0
7887,1
7888,1
7889,1
7890,1
7891,0
7892,0
7893,1
7894,1
7895,0
7896,1
7897,1
7898,0
7899,0
7900,0
7901,1
7902,0
7903,0
7904,0
7905,1
7906,1
7907,0
7908,0
7909,1
7910,0
7911,1
7912,1
7913,1
7914,1
7915,0
7916,0
7917,0
7918,1
7919,1
7920,0
7921,0
7922,1
7923,0
7924,0
7925,0
7926,1
7927,1
7928,1
7929,0
7930,0
7931,1
7932,1
7933,1
7934,0
7935,1
7936,1
7937,0
7938,1
7939,1
7940,1
7941,1
7942,1
7943,0
7944,0
7945,1
7946,0
7947,0
7948,0
7949,1
7950,0
7951,1
7952,0
7953,1
7954,1
7955,0
7956,0
7957,1
7958,0
7959,0
7960,1
7961,0
7962,0
7963,1
7964,1
7965,0
7966,0
7967,0
7968,0
7969,1
7970,1
7971,0
7972,0
7973,1
7974,0
7975,0
7976,1
7977,1
7978,1
7979,1
7980,0
7981,1
7982,1
7983,0
7984,1
7985,1
7986,1
7987,1
7988,1
7989,1
7990,0
7991,0
7992,0
7993,0
7994,0
7995,1
7996,1
7997,0
7998,0
7999,0
