Id,Bound
8352,0
8353,1
8354,0
8355,0
8356,0
8357,0
8358,0
8359,0
8360,1
8361,1
8362,1
8363,1
8364,0
8365,0
8366,0
8367,0
8368,0
8369,0
8370,0
8371,0
8372,1
8373,1
8374,1
8375,1
8376,0
8377,1
8378,0
8379,0
8380,0
8381,1
8382,1
8383,1
8384,0
8385,1
8386,0
8387,0
8388,0
8389,0
8390,0
8391,1
8392,1
8393,0
8394,1
8395,0
8396,0
8397,0
8398,1
8399,0
8400,1
8401,1
8402,1
8403,1
8404,1
8405,1
8406,0
8407,0
8408,1
8409,0
8410,1
8411,1
8412,0
8413,1
8414,1
8415,0
8416,1
8417,1
8418,0
8419,0
8420,0
8421,0
8422,1
8423,0
8424,1
8425,1
8426,1
8427,1
8428,1
8429,0
8430,0
8431,1
8432,1
8433,1
8434,1
8435,0
8436,0
8437,0
8438,0
8439,0
8440,0
8441,0
8442,1
8443,1
8444,0
8445,1
8446,1
8447,1
8448,1
8449,0
8450,0
8451,1
8452,0
8453,1
8454,1
8455,0
8456,1
8457,1
8458,1
8459,0
8460,1
8461,1
8462,1
8463,0
8464,1
8465,0
8466,1
8467,1
8468,1
8469,0
8470,1
8471,1
8472,0
8473,1
8474,0
8475,0
8476,0
8477,1
8478,1
8479,0
8480,1
8481,0
8482,0
8483,0
8484,1
8485,1
8486,1
8487,0
8488,0
8489,0
8490,0
8491,1
8492,1
8493,0
8494,0
8495,0
8496,0
8497,1
8498,1
8499,0
8500,1
8501,0
8502,0
8503,1
8504,0
8505,0
8506,1
8507,1
8508,0
8509,1
8510,1
8511,1
8512,0
8513,1
8514,1
8515,1
8516,1
8517,1
8518,1
8519,1
8520,0
8521,1
8522,0
8523,0
8524,1
8525,1
8526,1
8527,1
8528,0
8529,1
8530,0
8531,1
8532,0
8533,0
8534,1
8535,1
8536,0
8537,0
8538,0
8539,0
8540,1
8541,1
8542,1
8543,0
8544,0
8545,0
8546,0
8547,1
8548,0
8549,1
8550,0
8551,1
8552,1
8553,1
8554,1
8555,1
8556,1
8557,0
8558,0
8559,0
8560,0
8561,0
8562,1
8563,0
8564,1
8565,1
8566,1
8567,0
8568,1
8569,0
8570,0
8571,1
8572,0
8573,1
8574,0
8575,0
8576,0
8577,0
8578,0
8579,1
8580,0
8581,0
8582,0
8583,1
8584,1
8585,1
8586,0
8587,0
8588,1
8589,1
8590,0
8591,0
8592,1
8593,1
8594,1
8595,0
8596,0
8597,0
8598,0
8599,0
8600,1
8601,0
8602,1
8603,1
8604,0
8605,1
8606,0
8607,0
8608,1
8609,0
8610,0
8611,1
8612,0
8613,1
8614,1
8615,0
8616,1
8617,0
8618,1
8619,0
8620,1
8621,1
8622,1
8623,1
8624,0
8625,0
8626,1
8627,1
8628,1
8629,0
8630,1
8631,1
8632,0
8633,1
8634,1
8635,0
8636,0
8637,0
8638,0
8639,1
8640,0
8641,1
8642,0
8643,1
8644,0
8645,0
8646,1
8647,0
8648,0
8649,1
8650,0
8651,0
8652,0
8653,0
8654,1
8655,1
8656,1
8657,0
8658,1
8659,0
8660,0
8661,1
8662,1
8663,1
8664,1
8665,1
8666,0
8667,0
8668,0
8669,1
8670,1
8671,1
8672,1
8673,1
8674,1
8675,0
8676,0
8677,0
8678,0
8679,0
8680,0
8681,1
8682,0
8683,0
8684,1
8685,1
8686,1
8687,0
8688,1
8689,0
8690,0
8691,1
8692,0
8693,1
8694,0
8695,1
8696,0
8697,1
8698,0
8699,1
8700,1
8701,1
8702,1
8703,0
8704,0
8705,0
8706,0
8707,1
8708,1
8709,1
8710,0
8711,1
8712,1
8713,0
8714,1
8715,0
8716,0
8717,1
8718,0
8719,1
8720,0
8721,0
8722,1
8723,1
8724,1
8725,0
8726,0
8727,0
8728,0
8729,0
8730,1
8731,1
8732,1
8733,1
8734,0
8735,0
8736,0
8737,1
8738,0
8739,1
8740,1
8741,1
8742,0
8743,1
8744,0
8745,1
8746,0
8747,0
8748,1
8749,0
8750,0
8751,0
8752,1
8753,0
8754,1
8755,1
8756,1
8757,0
8758,0
8759,0
8760,1
8761,1
8762,0
8763,0
8764,0
8765,0
8766,0
8767,0
8768,0
8769,0
8770,0
8771,0
8772,0
8773,1
8774,0
8775,1
8776,1
8777,0
8778,1
8779,0
8780,0
8781,0
8782,0
8783,1
8784,0
8785,0
8786,1
8787,0
8788,1
8789,1
8790,0
8791,1
8792,0
8793,0
8794,1
8795,0
8796,0
8797,0
8798,1
8799,1
8800,1
8801,0
8802,1
8803,1
8804,0
8805,1
8806,1
8807,0
8808,1
8809,0
8810,1
8811,1
8812,1
8813,0
8814,1
8815,0
8816,1
8817,1
8818,1
8819,0
8820,1
8821,1
8822,1
8823,0
8824,0
8825,0
8826,0
8827,0
8828,0
8829,1
8830,0
8831,1
8832,0
8833,0
8834,1
8835,0
8836,0
8837,1
8838,0
8839,1
8840,1
8841,1
8842,0
8843,1
8844,0
8845,1
8846,0
8847,0
8848,0
8849,0
8850,1
8851,0
8852,1
8853,0
8854,0
8855,0
8856,1
8857,0
8858,1
8859,0
8860,0
8861,0
8862,1
8863,1
8864,0
8865,1
8866,1
8867,1
8868,0
8869,1
8870,1
8871,1
8872,1
8873,1
8874,0
8875,0
8876,1
8877,0
8878,0
8879,0
8880,1
8881,0
8882,0
8883,0
8884,0
8885,0
8886,1
8887,1
8888,0
8889,1
8890,0
8891,0
8892,0
8893,0
8894,1
8895,1
8896,1
8897,0
8898,0
8899,0
8900,0
8901,1
8902,1
8903,1
8904,1
8905,0
8906,1
8907,1
8908,0
8909,0
8910,1
8911,1
8912,0
8913,0
8914,1
8915,1
8916,1
8917,0
8918,1
8919,0
8920,1
8921,0
8922,1
8923,0
8924,0
8925,0
8926,1
8927,1
8928,1
8929,1
8930,1
8931,0
8932,1
8933,1
8934,0
8935,1
8936,0
8937,1
8938,0
8939,1
8940,0
8941,0
8942,1
8943,0
8944,0
8945,1
8946,1
8947,1
8948,0
8949,1
8950,1
8951,0
8952,0
8953,0
8954,0
8955,0
8956,0
8957,0
8958,1
8959,0
8960,0
8961,1
8962,0
8963,0
8964,1
8965,0
8966,1
8967,1
8968,0
8969,0
8970,0
8971,0
8972,0
8973,1
8974,1
8975,1
8976,0
8977,1
8978,0
8979,1
8980,1
8981,0
8982,1
8983,0
8984,1
8985,0
8986,1
8987,1
8988,0
8989,1
8990,0
8991,0
8992,0
8993,1
8994,0
8995,0
8996,1
8997,1
8998,1
8999,1
9000,1
9001,1
9002,1
9003,0
9004,1
9005,0
9006,1
9007,0
9008,1
9009,1
9010,0
9011,1
9012,1
9013,0
9014,0
9015,0
9016,1
9017,0
9018,1
9019,1
9020,0
9021,0
9022,1
9023,1
9024,1
9025,1
9026,0
9027,1
9028,1
9029,1
9030,1
9031,0
9032,0
9033,0
9034,0
9035,1
9036,1
9037,0
9038,1
9039,1
9040,0
9041,0
9042,1
9043,0
9044,1
9045,0
9046,0
9047,1
9048,0
9049,1
9050,0
9051,0
9052,1
9053,1
9054,0
9055,0
9056,0
9057,0
9058,1
9059,0
9060,0
9061,1
9062,0
9063,1
9064,0
9065,0
9066,1
9067,0
9068,1
9069,1
9070,0
9071,1
9072,1
9073,1
9074,0
9075,1
9076,1
9077,1
9078,1
9079,0
9080,0
9081,1
9082,1
9083,0
9084,0
9085,0
9086,0
9087,1
9088,0
9089,1
9090,1
9091,0
9092,1
9093,1
9094,0
9095,1
9096,1
9097,0
9098,1
9099,0
9100,0
9101,1
9102,1
9103,0
9104,0
9105,1
9106,0
9107,1
9108,0
9109,1
9110,1
9111,0
9112,1
9113,0
9114,1
9115,0
9116,1
9117,0
9118,1
9119,0
9120,1
9121,1
9122,1
9123,1
9124,0
9125,1
9126,1
9127,1
9128,0
9129,0
9130,1
9131,1
9132,0
9133,0
9134,1
9135,1
9136,1
9137,1
9138,0
9139,1
9140,0
9141,1
9142,1
9143,1
9144,0
9145,1
9146,1
9147,0
9148,0
9149,0
9150,0
9151,1
9152,0
9153,0
9154,1
9155,0
9156,0
9157,0
9158,0
9159,0
9160,0
9161,0
9162,1
9163,1
9164,1
9165,0
9166,1
9167,1
9168,1
9169,1
9170,0
9171,0
9172,0
9173,1
9174,0
9175,1
9176,1
9177,1
9178,1
9179,0
9180,1
9181,1
9182,1
9183,0
9184,0
9185,1
9186,0
9187,1
9188,1
9189,0
9190,1
9191,0
9192,1
9193,0
9194,0
9195,0
9196,0
9197,1
9198,1
9199,1
9200,0
9201,1
9202,0
9203,0
9204,0
9205,1
9206,1
9207,1
9208,1
9209,0
9210,0
9211,0
9212,1
9213,1
9214,1
9215,0
9216,1
9217,0
9218,1
9219,1
9220,0
9221,1
9222,1
9223,1
9224,0
9225,0
9226,1
9227,0
9228,1
9229,1
9230,0
9231,0
9232,1
9233,1
9234,1
9235,1
9236,0
9237,1
9238,0
9239,1
9240,1
9241,0
9242,0
9243,1
9244,0
9245,1
9246,1
9247,0
9248,1
9249,1
9250,1
9251,0
9252,1
9253,0
9254,0
9255,1
9256,1
9257,1
9258,0
9259,1
9260,0
9261,1
9262,0
9263,1
9264,1
9265,1
9266,0
9267,0
9268,1
9269,0
9270,0
9271,1
9272,0
9273,1
9274,0
9275,1
9276,0
9277,1
9278,1
9279,1
9280,0
9281,1
9282,0
9283,1
9284,0
9285,0
9286,1
9287,1
9288,1
9289,0
9290,1
9291,1
9292,0
9293,0
9294,0
9295,0
9296,0
9297,0
9298,0
9299,1
9300,0
9301,0
9302,0
9303,1
9304,1
9305,0
9306,1
9307,1
9308,0
9309,0
9310,1
9311,0
9312,0
9313,1
9314,0
9315,1
9316,1
9317,1
9318,0
9319,0
9320,0
9321,1
9322,0
9323,1
9324,1
9325,0
9326,1
9327,1
9328,1
9329,0
9330,1
9331,1
9332,1
9333,0
9334,1
9335,0
9336,0
9337,1
9338,1
9339,1
9340,0
9341,1
9342,0
9343,1
9344,0
9345,0
9346,1
9347,0
9348,0
9349,1
9350,0
9351,0
9352,0
9353,0
9354,0
9355,0
9356,0
9357,1
9358,1
9359,0
9360,1
9361,1
9362,0
9363,0
9364,0
9365,0
9366,1
9367,1
9368,0
9369,1
9370,1
9371,0
9372,1
9373,0
9374,0
9375,0
9376,1
9377,0
9378,0
9379,1
9380,1
9381,1
9382,0
9383,0
9384,0
9385,0
9386,1
9387,1
9388,1
9389,1
9390,0
9391,1
9392,1
9393,1
9394,1
9395,1
9396,1
9397,0
9398,1
9399,0
9400,0
9401,0
9402,1
9403,0
9404,0
9405,0
9406,1
9407,0
9408,0
9409,0
9410,1
9411,1
9412,1
9413,0
9414,0
9415,1
9416,0
9417,1
9418,1
9419,0
9420,1
9421,0
9422,0
9423,1
9424,0
9425,0
9426,1
9427,0
9428,1
9429,1
9430,1
9431,1
9432,0
9433,0
9434,0
9435,0
9436,0
9437,0
9438,0
9439,1
9440,0
9441,0
9442,1
9443,0
9444,0
9445,1
9446,0
9447,0
9448,0
9449,0
9450,1
9451,0
9452,0
9453,1
9454,1
9455,1
9456,0
9457,1
9458,1
9459,1
9460,0
9461,1
9462,1
9463,0
9464,0
9465,0
9466,1
9467,1
9468,1
9469,0
9470,0
9471,1
9472,0
9473,0
9474,0
9475,0
9476,1
9477,0
9478,0
9479,1
9480,1
9481,0
9482,1
9483,0
9484,1
9485,1
9486,1
9487,0
9488,1
9489,1
9490,1
9491,0
9492,0
9493,0
9494,1
9495,1
9496,0
9497,0
9498,1
9499,1
9500,0
9501,0
9502,0
9503,0
9504,0
9505,0
9506,0
9507,0
9508,1
9509,1
9510,1
9511,0
9512,0
9513,1
9514,1
9515,0
9516,0
9517,1
9518,1
9519,1
9520,1
9521,1
9522,1
9523,1
9524,0
9525,1
9526,0
9527,1
9528,0
9529,0
9530,1
9531,1
9532,1
9533,1
9534,0
9535,0
9536,1
9537,1
9538,1
9539,1
9540,0
9541,1
9542,0
9543,1
9544,1
9545,0
9546,1
9547,0
9548,1
9549,1
9550,0
9551,0
9552,0
9553,1
9554,0
9555,1
9556,1
9557,0
9558,1
9559,1
9560,1
9561,1
9562,0
9563,0
9564,0
9565,0
9566,1
9567,1
9568,1
9569,1
9570,0
9571,0
9572,0
9573,1
9574,1
9575,1
9576,0
9577,1
9578,1
9579,0
9580,1
9581,1
9582,0
9583,1
9584,0
9585,1
9586,0
9587,0
9588,0
9589,0
9590,1
9591,0
9592,1
9593,0
9594,0
9595,0
9596,0
9597,1
9598,0
9599,0
9600,0
9601,0
9602,1
9603,1
9604,0
9605,0
9606,1
9607,0
9608,1
9609,0
9610,0
9611,1
9612,0
9613,1
9614,1
9615,1
9616,0
9617,1
9618,1
9619,1
9620,0
9621,1
9622,1
9623,1
9624,0
9625,1
9626,1
9627,0
9628,0
9629,1
9630,0
9631,0
9632,1
9633,0
9634,1
9635,1
9636,0
9637,0
9638,0
9639,1
9640,0
9641,1
9642,0
9643,1
9644,0
9645,1
9646,0
9647,1
9648,1
9649,1
9650,0
9651,0
9652,0
9653,1
9654,1
9655,1
9656,0
9657,0
9658,0
9659,1
9660,0
9661,0
9662,0
9663,1
9664,1
9665,0
9666,1
9667,1
9668,0
9669,1
9670,1
9671,1
9672,1
9673,0
9674,1
9675,1
9676,0
9677,1
9678,0
9679,1
9680,1
9681,1
9682,1
9683,1
9684,0
9685,1
9686,0
9687,0
9688,0
9689,1
9690,1
9691,0
9692,0
9693,0
9694,1
9695,0
9696,0
9697,1
9698,0
9699,0
9700,0
9701,0
9702,1
9703,0
9704,1
9705,0
9706,1
9707,1
9708,0
9709,0
9710,1
9711,1
9712,0
9713,1
9714,0
9715,1
9716,0
9717,1
9718,1
9719,1
9720,0
9721,0
9722,1
9723,1
9724,0
9725,1
9726,1
9727,0
9728,1
9729,0
9730,1
9731,1
9732,1
9733,1
9734,0
9735,0
9736,1
9737,0
9738,1
9739,1
9740,0
9741,0
9742,0
9743,0
9744,1
9745,1
9746,0
9747,1
9748,0
9749,0
9750,0
9751,1
9752,1
9753,0
9754,0
9755,1
9756,0
9757,1
9758,1
9759,1
9760,0
9761,1
9762,1
9763,1
9764,0
9765,0
9766,1
9767,1
9768,1
9769,1
9770,1
9771,0
9772,1
9773,0
9774,0
9775,1
9776,0
9777,1
9778,0
9779,1
9780,1
9781,0
9782,1
9783,0
9784,0
9785,0
9786,1
9787,1
9788,1
9789,1
9790,1
9791,0
9792,1
9793,0
9794,0
9795,0
9796,1
9797,0
9798,0
9799,1
9800,1
9801,0
9802,0
9803,1
9804,1
9805,1
9806,1
9807,1
9808,0
9809,0
9810,1
9811,0
9812,1
9813,1
9814,0
9815,0
9816,1
9817,1
9818,0
9819,0
9820,1
9821,0
9822,1
9823,1
9824,1
9825,1
9826,0
9827,0
9828,0
9829,1
9830,1
9831,1
9832,1
9833,0
9834,1
9835,1
9836,0
9837,0
9838,0
9839,0
9840,1
9841,1
9842,1
9843,0
9844,1
9845,0
9846,1
9847,1
9848,1
9849,1
9850,1
9851,0
9852,1
9853,0
9854,1
9855,0
9856,0
9857,0
9858,0
9859,1
9860,1
9861,0
9862,0
9863,1
9864,0
9865,1
9866,1
9867,0
9868,0
9869,0
9870,0
9871,0
9872,1
9873,0
9874,0
9875,0
9876,0
9877,1
9878,1
9879,1
9880,1
9881,1
9882,0
9883,0
9884,0
9885,0
9886,1
9887,0
9888,0
9889,0
9890,0
9891,1
9892,0
9893,0
9894,1
9895,0
9896,0
9897,0
9898,1
9899,1
9900,0
9901,0
9902,1
9903,0
9904,1
9905,0
9906,0
9907,1
9908,0
9909,0
9910,0
9911,1
9912,1
9913,1
9914,1
9915,0
9916,1
9917,0
9918,0
9919,0
9920,0
9921,0
9922,0
9923,0
9924,0
9925,0
9926,0
9927,0
9928,0
9929,1
9930,1
9931,0
9932,0
9933,1
9934,1
9935,0
9936,1
9937,0
9938,1
9939,1
9940,0
9941,1
9942,0
9943,0
9944,1
9945,0
9946,0
9947,1
9948,1
9949,0
9950,0
9951,0
9952,1
9953,1
9954,1
9955,1
9956,0
9957,0
9958,0
9959,1
9960,0
9961,0
9962,0
9963,0
9964,0
9965,1
9966,1
9967,1
9968,1
9969,0
9970,0
9971,0
9972,0
9973,1
9974,1
9975,0
9976,1
9977,1
9978,0
9979,1
9980,0
9981,1
9982,1
9983,0
9984,0
9985,0
9986,0
9987,0
9988,0
9989,1
9990,0
9991,0
9992,1
9993,0
9994,0
9995,1
9996,0
9997,1
9998,1
9999,1
